Title,Title_link,Thumbnail,car-details,payment-total
Chevrolet Beat LT,https://www.kavak.com/chevrolet-beat-lt-2018-compra-de-autos-117206,,"2018 • 41,000 km • Ciudad de México","$154,999"
Renault Captur Intens,https://www.kavak.com/renault-captur-intens-2018-compra-de-autos-117202,,"2018 • 46,000 km • Ciudad de México","$253,999"
Volkswagen Tiguan Sport y Style,https://www.kavak.com/volkswagen-tiguan-sport-y-style-2014-compra-de-autos-117193,,"2014 • 73,250 km • Ciudad de México","$232,999"
Toyota Yaris Core,https://www.kavak.com/toyota-yaris-core-2017-compra-de-autos-117191,https://images.kavak.services/images/117191/EXTERIOR-frontSidePilotNear-16321722163745.jpg?d=540x310,"2017 • 40,300 km • Ciudad de México","$199,999"
Ford Edge Sport,https://www.kavak.com/ford-edge-sport-2017-compra-de-autos-117190,https://images.kavak.services/images/117190/EXTERIOR-frontSidePilotNear-16320665163451.jpg?d=540x310,"2017 • 76,925 km • Ciudad de México","$486,999"
Nissan Pathfinder Exclusive,https://www.kavak.com/nissan-pathfinder-exclusive-2015-compra-de-autos-37048,https://images.kavak.services/images/37048/nissan-pathfinder-exclusive2015-frontal-lateral-piloto-lejana-1613685320431.jpg?d=540x310,"2015 • 115,000 km • Ciudad de México","$327,999"
Mazda MX-5 I Sport,https://www.kavak.com/mazda-mx-5-i-sport-2017-compra-de-autos-37083,https://images.kavak.services/images/37083/mazda-mx-5-i-sport2017-frontal-lateral-piloto-lejana-1614294839869.jpg?d=540x310,"2017 • 42,000 km • Ciudad de México","$320,999"
Kia Sorento EX,https://www.kavak.com/kia-sorento-ex-2017-compra-de-autos-117179,https://images.kavak.services/images/117179/EXTERIOR-frontSidePilotNear-16329901901341.jpg?d=540x310,"2017 • 97,000 km • Ciudad de México","$404,999"
Chevrolet Equinox LS (Línea anterior),https://www.kavak.com/chevrolet-equinox-ls-linea-anterior-2017-compra-de-autos-117177,https://images.kavak.services/images/117177/EXTERIOR-frontSidePilotNear-16318981935119.jpg?d=540x310,"2017 • 89,995 km • Ciudad de México","$291,999"
Honda CR-V Touring,https://www.kavak.com/honda-cr-v-touring-2017-compra-de-autos-117174,https://images.kavak.services/images/117174/EXTERIOR-frontSidePilotNear-16313888150105.jpg?d=540x310,"2017 • 71,000 km • Ciudad de México","$447,999"
Mazda 3 i touring,https://www.kavak.com/mazda-mazda-3-i-touring-2015-compra-de-autos-37099,https://images.kavak.services/images/37099/mazda-3-i-touring2015-frontal-lateral-piloto-lejana-1614315779551.jpg?d=540x310,"2015 • 84,520 km • Ciudad de México","$209,999"
Nissan Tiida Advance,https://www.kavak.com/nissan-tiida-advance-2015-compra-de-autos-117172,https://images.kavak.services/images/117172/EXTERIOR-frontSidePilotNear-16320148759018.jpg?d=540x310,"2015 • 104,190 km • Ciudad de México","$132,999"
Mercedes Benz Clase E E400 CGI Sport,https://www.kavak.com/mercedes-benz-clase-e-e400-cgi-sport-2014-compra-de-autos-117171,,"2014 • 31,500 km • Ciudad de México","$399,999"
Audi A1 Sportback Hatch Back Cool,https://www.kavak.com/audi-a1-sportback-hatch-back-cool-2018-compra-de-autos-117169,,"2018 • 19,000 km • Ciudad de México","$329,999"
Mercedes Benz Clase C C300 Elegance,https://www.kavak.com/mercedes-benz-clase-c-c300-elegance-2011-compra-de-autos-37154,,"2011 • 84,000 km • Ciudad de México","$199,999"
Toyota Corolla Base,https://www.kavak.com/toyota-corolla-base-2016-compra-de-autos-37305,,"2016 • 95,000 km • Ciudad de México","$206,999"
Seat Ibiza FR,https://www.kavak.com/seat-ibiza-fr-2018-compra-de-autos-117161,,"2018 • 40,990 km • Ciudad de México","$299,999"
Nissan X Trail Sense,https://www.kavak.com/nissan-x-trail-sense-2016-compra-de-autos-37410,,"2016 • 103,000 km • Ciudad de México","$256,999"
Gmc Terrain Denali,https://www.kavak.com/gmc-terrain-denali-2016-compra-de-autos-117156,,"2016 • 92,240 km • Ciudad de México","$342,999"
Seat Ibiza FR,https://www.kavak.com/seat-ibiza-fr-2020-compra-de-autos-117155,,"2020 • 19,030 km • Puebla","$368,999"
Acura RDX RDX,https://www.kavak.com/acura-rdx-rdx-2013-compra-de-autos-117153,,"2013 • 74,760 km • Ciudad de México","$267,999"
Toyota Corolla LE,https://www.kavak.com/toyota-corolla-le-2015-compra-de-autos-117151,,"2015 • 85,240 km • Ciudad de México","$212,999"
Fiat Palio Vagoneta Adventure,https://www.kavak.com/fiat-palio-vagoneta-adventure-2019-compra-de-autos-117150,,"2019 • 53,360 km • Ciudad de México","$237,999"
Jeep Grand Cherokee Limited,https://www.kavak.com/jeep-grand-cherokee-limited-2015-compra-de-autos-37505,,"2015 • 89,195 km • Ciudad de México","$385,999"
Seat Ibiza Style,https://www.kavak.com/seat-ibiza-style-2018-compra-de-autos-117147,,"2018 • 49,650 km • Puebla","$246,999"
Buick Encore Encore 1.4,https://www.kavak.com/buick-encore-encore-14-2016-compra-de-autos-117144,,"2016 • 57,500 km • Ciudad de México","$282,999"
Volkswagen Tiguan Sport y Style,https://www.kavak.com/volkswagen-tiguan-sport-y-style-2013-compra-de-autos-117141,,"2013 • 109,440 km • Ciudad de México","$242,999"
Nissan March Hatch Back Sense,https://www.kavak.com/nissan-march-hatch-back-sense-2016-compra-de-autos-117139,,"2016 • 91,300 km • Guadalajara","$149,999"
Toyota Corolla LE,https://www.kavak.com/toyota-corolla-le-2016-compra-de-autos-37563,,"2016 • 88,177 km • Ciudad de México","$224,999"
Seat Ibiza Xcellence,https://www.kavak.com/seat-ibiza-xcellente-2019-compra-de-autos-117133,,"2019 • 48,340 km • Ciudad de México","$298,999"
Nissan X Trail Advance,https://www.kavak.com/nissan-x-trail-advance-2015-compra-de-autos-117131,,"2015 • 84,460 km • Ciudad de México","$259,999"
Kia Sportage EX,https://www.kavak.com/kia-sportage-ex-2018-compra-de-autos-117127,,"2018 • 54,000 km • Ciudad de México","$378,999"
Buick Enclave Premium,https://www.kavak.com/buick-enclave-premium-2017-compra-de-autos-117124,,"2017 • 52,290 km • Puebla","$447,999"
Volkswagen Gol Trendline,https://www.kavak.com/volkswagen-gol-trendline-2017-compra-de-autos-117117,,"2017 • 73,700 km • Guadalajara","$159,999"
Renault Duster Intens,https://www.kavak.com/renault-duster-intens-2018-compra-de-autos-117112,,"2018 • 59,000 km • Ciudad de México","$248,999"
Audi A1 Hatch Back Cool,https://www.kavak.com/audi-a1-hatch-back-cool-2016-compra-de-autos-37639,,"2016 • 63,390 km • Ciudad de México","$254,999"
Volkswagen Jetta A6 Comfortline,https://www.kavak.com/volkswagen-jetta-a6-comfortline-2018-compra-de-autos-117107,,"2018 • 53,000 km • Ciudad de México","$259,999"
Mazda CX-3 I,https://www.kavak.com/mazda-cx-3-i-2017-compra-de-autos-117106,,"2017 • 61,100 km • Ciudad de México","$289,999"
Kia Forte EX,https://www.kavak.com/kia-forte-ex-2018-compra-de-autos-117100,,"2018 • 66,770 km • Ciudad de México","$282,999"
Mazda CX-3 I Grand Touring,https://www.kavak.com/mazda-cx-3-i-grand-touring-2017-compra-de-autos-117075,https://images.kavak.services/images/117075/cx-3-mazda-i-grand-touring-2017-exterior-frontsidepilotnear-16317674703836.jpg?d=540x310,"2017 • 75,000 km • Ciudad de México","$315,999"
Chevrolet Cruze LS Turbo,https://www.kavak.com/chevrolet-cruze-ls-turbo-2018-compra-de-autos-37645,https://images.kavak.services/images/37645/chevrolet-cruze-ls-turbo2018-frontal-lateral-piloto-lejana-1613612907777.jpg?d=540x310,"2018 • 43,000 km • Ciudad de México","$249,999"
Jeep Grand Cherokee Limited Lujo,https://www.kavak.com/jeep-grand-cherokee-limited-lujo-2017-compra-de-autos-117061,https://images.kavak.services/images/117061/EXTERIOR-frontSidePilotNear-16332047033870.jpg?d=540x310,"2017 • 82,700 km • Guadalajara","$519,999"
Volkswagen Gol Hatch Back Trendline I Motion,https://www.kavak.com/volkswagen-gol-hatch-back-trendline-i-motion-2018-compra-de-autos-117058,https://images.kavak.services/images/117058/EXTERIOR-frontSidePilotNear-16324186748231.jpg?d=540x310,"2018 • 45,850 km • Ciudad de México","$182,999"
Nissan Juke Exclusive,https://www.kavak.com/nissan-juke-exclusive-2016-compra-de-autos-117052,https://images.kavak.services/images/117052/juke-nissan-exclusive-2016-exterior-frontsidepilotnear-16317367541988.jpg?d=540x310,"2016 • 75,800 km • Ciudad de México","$268,999"
Chevrolet Sonic LT TA (Línea anterior),https://www.kavak.com/chevrolet-sonic-lt-ta-linea-anterior-2016-compra-de-autos-117044,https://images.kavak.services/images/117044/EXTERIOR-frontSidePilotNear-16334979599343.jpg?d=540x310,"2016 • 88,150 km • Ciudad de México","$154,999"
Buick Encore Premium,https://www.kavak.com/buick-encore-premium-2016-compra-de-autos-117040,https://images.kavak.services/images/117040/encore-buick-premium-2016-exterior-frontsidepilotnear-16316138593294.jpg?d=540x310,"2016 • 61,000 km • Ciudad de México","$299,999"
Seat Ibiza Reference,https://www.kavak.com/seat-ibiza-reference-2019-compra-de-autos-37646,https://images.kavak.services/images/37646/seat-ibiza-reference2019-frontal-lateral-piloto-lejana-1613612747699.jpg?d=540x310,"2019 • 24,700 km • Ciudad de México","$242,999"
Audi A4 Trendy Plus,https://www.kavak.com/audi-a4-trendy-plus-2015-compra-de-autos-37764,https://images.kavak.services/images/37764/audi-a4-trendy-plus2015-frontal-lateral-piloto-lejana-1614132522856.jpg?d=540x310,"2015 • 67,000 km • Ciudad de México","$282,999"
Volkswagen Jetta A7 Trendline,https://www.kavak.com/volkswagen-jetta-a7-trendline-2019-compra-de-autos-37870,,"2019 • 26,000 km • Ciudad de México","$312,999"
Mercedes Benz Clase CLA Coupe CLA200 CGI Sport,https://www.kavak.com/mercedes-benz-clase-cla-coupe-cla200-cgi-sport-2015-compra-de-autos-117036,,"2015 • 79,000 km • Ciudad de México","$343,999"
Mazda 3 i,https://www.kavak.com/mazda-mazda-3-i-2017-compra-de-autos-38011,,"2017 • 50,000 km • Ciudad de México","$254,999"
Toyota Prius Hatch Back Base Híbrido,https://www.kavak.com/toyota-prius-hatch-back-base-hibrido-2017-compra-de-autos-38122,,"2017 • 59,647 km • Ciudad de México","$286,999"
Volkswagen Tiguan Highline 4x4,https://www.kavak.com/volkswagen-tiguan-highline-4x4-2018-compra-de-autos-117030,,"2018 • 69,000 km • Ciudad de México","$504,999"
Kia Sportage SXL,https://www.kavak.com/kia-sportage-sxl-2017-compra-de-autos-38715,,"2017 • 82,570 km • Ciudad de México","$349,999"
Kia Sportage EX,https://www.kavak.com/kia-sportage-ex-2018-compra-de-autos-117027,,"2018 • 39,000 km • Ciudad de México","$357,999"
Honda HR-V Epic,https://www.kavak.com/honda-hr-v-epic-2017-compra-de-autos-117021,,"2017 • 73,000 km • Ciudad de México","$307,999"
Audi A1 Hatch Back Cool,https://www.kavak.com/audi-a1-hatch-back-cool-2016-compra-de-autos-117012,,"2016 • 72,100 km • Ciudad de México","$262,999"
Volkswagen Touareg V6 4x4,https://www.kavak.com/volkswagen-touareg-v6-4x4-2016-compra-de-autos-117007,,"2016 • 78,200 km • Puebla","$423,999"
Volkswagen Golf A7 Hatch Back Highline,https://www.kavak.com/volkswagen-golf-a7-hatch-back-highline-2016-compra-de-autos-38787,,"2016 • 84,360 km • Ciudad de México","$271,999"
Mazda 3 s,https://www.kavak.com/mazda-mazda-3-s-2018-compra-de-autos-117001,,"2018 • 35,000 km • Ciudad de México","$292,999"
Toyota Yaris Core,https://www.kavak.com/toyota-yaris-core-2018-compra-de-autos-117000,,"2018 • 53,400 km • Ciudad de México","$224,999"
Jeep Renegade Sport,https://www.kavak.com/jeep-renegade-sport-2019-compra-de-autos-116999,,"2019 • 30,820 km • Ciudad de México","$372,999"
Volkswagen Beetle Hatch Back Turbo,https://www.kavak.com/volkswagen-beetle-hatch-back-turbo-2013-compra-de-autos-116998,,"2013 • 101,480 km • Puebla","$214,999"
Honda Civic EX,https://www.kavak.com/honda-civic-ex-2015-compra-de-autos-116994,,"2015 • 115,400 km • Puebla","$212,999"
Ford Mustang Mustang,https://www.kavak.com/ford-mustang-mustang-2017-compra-de-autos-116987,,"2017 • 58,900 km • Guadalajara","$434,999"
Renault Duster Dynamique,https://www.kavak.com/renault-duster-dynamique-2017-compra-de-autos-116986,,"2017 • 61,000 km • Ciudad de México","$220,999"
Hyundai Tucson Limited Tech,https://www.kavak.com/hyundai-tucson-limited-tech-2016-compra-de-autos-116983,,"2016 • 85,400 km • Ciudad de México","$338,999"
Mini Cooper Chili,https://www.kavak.com/mini-mini-cooper-chili-2018-compra-de-autos-38892,,"2018 • 46,153 km • Ciudad de México","$362,999"
Honda Civic Turbo Plus,https://www.kavak.com/honda-civic-turbo-plus-2018-compra-de-autos-38926,,"2018 • 47,632 km • Ciudad de México","$342,999"
Nissan Kicks Advance,https://www.kavak.com/nissan-kicks-advance-2020-compra-de-autos-116975,,"2020 • 28,500 km • Ciudad de México","$345,999"
Suzuki Vitara GLS,https://www.kavak.com/suzuki-vitara-gls-2016-compra-de-autos-38931,,"2016 • 100,344 km • Ciudad de México","$244,999"
Volkswagen Jetta A6 Comfortline,https://www.kavak.com/volkswagen-jetta-a6-comfortline-2016-compra-de-autos-116972,,"2016 • 94,400 km • Ciudad de México","$220,999"
Nissan X Trail Híbrido,https://www.kavak.com/nissan-x-trail-hibrido-2018-compra-de-autos-116971,,"2018 • 64,900 km • Guadalajara","$476,999"
Ford Fiesta S,https://www.kavak.com/ford-fiesta-s-2015-compra-de-autos-38945,,"2015 • 93,340 km • Ciudad de México","$142,999"
Ford Figo Energy,https://www.kavak.com/ford-figo-energy-2017-compra-de-autos-116968,,"2017 • 52,700 km • Ciudad de México","$172,999"
Mazda MX-5 i Grand Touring,https://www.kavak.com/mazda-mx-5-i-grand-touring-2017-compra-de-autos-39070,https://images.kavak.services/images/39070/mazda-mx-5-i-grand-touring2017-frontal-lateral-piloto-lejana-1615590114706.jpg?d=540x310,"2017 • 29,000 km • Ciudad de México","$392,999"
Jeep Grand Cherokee Limited Lujo,https://www.kavak.com/jeep-grand-cherokee-limited-lujo-2014-compra-de-autos-39289,https://images.kavak.services/images/39289/jeep-grand-cherokee-limited-lujo2014-frontal-lateral-piloto-lejana-1614837895967.jpg?d=540x310,"2014 • 91,040 km • Ciudad de México","$362,999"
Volkswagen Jetta A7 Comfortline TA,https://www.kavak.com/volkswagen-jetta-a7-comfortline-ta-2019-compra-de-autos-116962,https://images.kavak.services/images/116962/jetta-a7-volkswagen-comfortline-ta-2019-exterior-frontsidepilotnear-16313764002950.jpg?d=540x310,"2019 • 39,800 km • Guadalajara","$322,999"
Chevrolet Cruze LS (Línea anterior),https://www.kavak.com/chevrolet-cruze-ls-linea-anterior-2016-compra-de-autos-116961,https://images.kavak.services/images/116961/EXTERIOR-frontSidePilotNear-16323418902890.jpg?d=540x310,"2016 • 44,450 km • Puebla","$172,999"
Honda Fit HB Fun,https://www.kavak.com/honda-fit-hb-fun-2018-compra-de-autos-116958,https://images.kavak.services/images/116958/fit-honda-hb-fun--2018-exterior-frontsidepilotnear-16317341030886.jpg?d=540x310,"2018 • 41,100 km • Ciudad de México","$219,999"
Nissan Versa Advance,https://www.kavak.com/nissan-versa-advance-2018-compra-de-autos-116955,https://images.kavak.services/images/116955/nissan-versa-advance--2018-frontSidePilotNear-1631642333551.jpg?d=540x310,"2018 • 66,000 km • Ciudad de México","$197,999"
Lincoln MKC Reserve,https://www.kavak.com/lincoln-mkc-reserve-2016-compra-de-autos-39513,https://images.kavak.services/images/39513/lincoln-mkc-reserve2016-frontal-lateral-piloto-lejana-1616525408278.jpg?d=540x310,"2016 • 54,000 km • Ciudad de México","$372,999"
Volkswagen Jetta A6 Comfortline,https://www.kavak.com/volkswagen-jetta-a6-comfortline-2015-compra-de-autos-40010,https://images.kavak.services/images/40010/volkswagen-jetta-a6-comfortline2015-frontal-lateral-piloto-lejana-1615963835029.jpg?d=540x310,"2015 • 84,000 km • Ciudad de México","$202,999"
Volkswagen Tiguan Trendline Plus,https://www.kavak.com/volkswagen-tiguan-trendline-plus-2018-compra-de-autos-116940,https://images.kavak.services/images/116940/EXTERIOR-frontSidePilotNear-16316136345054.jpg?d=540x310,"2018 • 23,200 km • Ciudad de México","$372,999"
Jeep Renegade Latitude,https://www.kavak.com/jeep-renegade-latitude-2018-compra-de-autos-116938,,"2018 • 45,050 km • Ciudad de México","$357,999"
Nissan Versa Exclusive,https://www.kavak.com/nissan-versa-exclusive-2019-compra-de-autos-40205,,"2019 • 26,435 km • Ciudad de México","$264,999"
Chevrolet Equinox LT (Línea anterior),https://www.kavak.com/chevrolet-equinox-lt-linea-anterior-2017-compra-de-autos-116935,,"2017 • 61,800 km • Ciudad de México","$317,999"
Kia Rio EX,https://www.kavak.com/kia-rio-ex-2016-compra-de-autos-116934,,"2016 • 76,000 km • Guadalajara","$197,999"
Volkswagen Tiguan Sport y Style,https://www.kavak.com/volkswagen-tiguan-sport-y-style-2015-compra-de-autos-116932,,"2015 • 71,530 km • Ciudad de México","$270,999"
Kia Soul EX,https://www.kavak.com/kia-soul-ex-2019-compra-de-autos-116931,,"2019 • 48,000 km • Ciudad de México","$330,999"
Honda Accord Touring,https://www.kavak.com/honda-accord-touring-2018-compra-de-autos-116926,,"2018 • 32,900 km • Ciudad de México","$454,999"
Volkswagen Jetta A7 R Line,https://www.kavak.com/volkswagen-jetta-a7-r-line-2019-compra-de-autos-116921,,"2019 • 54,900 km • Ciudad de México","$419,999"
Chevrolet Equinox LTZ (Línea anterior),https://www.kavak.com/chevrolet-equinox-ltz-linea-anterior-2017-compra-de-autos-116915,,"2017 • 65,000 km • Puebla","$333,999"
Mercedes Benz Clase CLA Coupe CLA250 CGI Sport,https://www.kavak.com/mercedes-benz-clase-cla-coupe-cla250-cgi-sport-2014-compra-de-autos-116913,,"2014 • 64,900 km • Ciudad de México","$372,999"
Jeep Compass Limited,https://www.kavak.com/jeep-compass-limited-2016-compra-de-autos-116906,,"2016 • 105,000 km • Puebla","$280,999"
Honda CR-V LX,https://www.kavak.com/honda-cr-v-lx-2015-compra-de-autos-40582,,"2015 • 89,937 km • Ciudad de México","$269,999"
Honda CR-V EXL,https://www.kavak.com/honda-cr-v-exl-2016-compra-de-autos-116901,,"2016 • 65,200 km • Ciudad de México","$375,999"
Volkswagen Jetta A7 Highline,https://www.kavak.com/volkswagen-jetta-a7-highline-2019-compra-de-autos-116899,,"2019 • 44,700 km • Ciudad de México","$416,999"
Volkswagen Tiguan Highline 4x4,https://www.kavak.com/volkswagen-tiguan-highline-4x4-2018-compra-de-autos-116898,,"2018 • 48,860 km • Ciudad de México","$539,999"
Nissan Versa Sense,https://www.kavak.com/nissan-versa-sense-2018-compra-de-autos-41052,,"2018 • 52,000 km • Ciudad de México","$184,999"
Volkswagen Jetta A6 Sportline,https://www.kavak.com/volkswagen-jetta-a6-sportline-2017-compra-de-autos-116892,,"2017 • 67,000 km • Ciudad de México","$288,999"
Chevrolet Sonic LT  (Cambio de línea),https://www.kavak.com/chevrolet-sonic-lt-cambio-de-linea-2017-compra-de-autos-116885,,"2017 • 86,050 km • Ciudad de México","$173,999"
Toyota Prius Hatch Back Base Híbrido,https://www.kavak.com/toyota-prius-hatch-back-base-hibrido-2017-compra-de-autos-41093,,"2017 • 94,400 km • Ciudad de México","$286,999"
Mazda 3 i touring,https://www.kavak.com/mazda-mazda-3-i-touring-2015-compra-de-autos-116853,,"2015 • 59,280 km • Ciudad de México","$212,999"
Bmw X3 28i,https://www.kavak.com/bmw-x3-28i-2013-compra-de-autos-116849,,"2013 • 101,360 km • Ciudad de México","$296,999"
Chevrolet Traverse LT,https://www.kavak.com/chevrolet-traverse-lt-2017-compra-de-autos-116846,,"2017 • 71,500 km • Ciudad de México","$404,999"
Mazda 3 Hatch Back S Grand Touring,https://www.kavak.com/mazda-mazda-3-hatch-back-s-grand-touring-2018-compra-de-autos-116843,,"2018 • 66,650 km • Guadalajara","$304,999"
Mazda MX-5 i Grand Touring,https://www.kavak.com/mazda-mx-5-i-grand-touring-2017-compra-de-autos-41257,,"2017 • 40,730 km • Ciudad de México","$392,999"
Mercedes Benz Clase CLA Coupe CLA250 CGI Sport,https://www.kavak.com/mercedes-benz-clase-cla-coupe-cla250-cgi-sport-2018-compra-de-autos-116838,,"2018 • 49,000 km • Ciudad de México","$547,999"
Nissan Versa Advance,https://www.kavak.com/nissan-versa-advance-2018-compra-de-autos-41266,,"2018 • 65,000 km • Ciudad de México","$194,999"
Renault Duster Intens,https://www.kavak.com/renault-duster-intens-2018-compra-de-autos-116833,,"2018 • 71,630 km • Puebla","$256,999"
Nissan Sentra Advance,https://www.kavak.com/nissan-sentra-advance-2019-compra-de-autos-116829,https://images.kavak.services/images/116829/EXTERIOR-frontSidePilotNear-16331230407524.jpg?d=540x310,"2019 • 37,570 km • Puebla","$274,999"
Volkswagen Beetle Hatch Back Sportline,https://www.kavak.com/volkswagen-beetle-hatch-back-sportline-2017-compra-de-autos-116828,https://images.kavak.services/images/116828/EXTERIOR-frontSidePilotNear-16339726359698.jpg?d=540x310,"2017 • 38,090 km • Puebla","$274,999"
Honda CR-V I Style,https://www.kavak.com/honda-cr-v-i-style-2016-compra-de-autos-41299,https://images.kavak.services/images/41299/honda-cr-v-i-style2016-frontal-lateral-piloto-lejana-1616564106487.jpg?d=540x310,"2016 • 53,700 km • Ciudad de México","$315,999"
Volvo XC60 Inspiration T5,https://www.kavak.com/volvo-xc60-inspiration-t5-2016-compra-de-autos-41586,https://images.kavak.services/images/41586/volvo-xc60-inspiration-t52016-frontal-lateral-piloto-lejana-1616735654558.jpg?d=540x310,"2016 • 73,080 km • Ciudad de México","$397,999"
Jeep Renegade Latitude,https://www.kavak.com/jeep-renegade-latitude-2017-compra-de-autos-116819,https://images.kavak.services/images/116819/EXTERIOR-frontSidePilotNear-16339840823615.jpg?d=540x310,"2017 • 28,400 km • Guadalajara","$307,999"
Nissan Tiida Sense,https://www.kavak.com/nissan-tiida-sense-2017-compra-de-autos-116816,https://images.kavak.services/images/116816/EXTERIOR-frontSidePilotNear-16336510040760.jpg?d=540x310,"2017 • 104,800 km • Ciudad de México","$142,999"
Kia Rio HB LX,https://www.kavak.com/kia-rio-hb-lx-2018-compra-de-autos-116812,https://images.kavak.services/images/116812/EXTERIOR-frontSidePilotNear-16313146116450.jpg?d=540x310,"2018 • 34,500 km • Ciudad de México","$231,999"
Volkswagen Jetta A6 Trendline,https://www.kavak.com/volkswagen-jetta-a6-trendline-2016-compra-de-autos-116810,https://images.kavak.services/images/116810/EXTERIOR-frontSidePilotNear-16315771805678.jpg?d=540x310,"2016 • 98,600 km • Ciudad de México","$222,999"
Volkswagen Gol Hatch Back Trendline,https://www.kavak.com/volkswagen-gol-hatch-back-trendline-2018-compra-de-autos-116804,https://images.kavak.services/images/116804/EXTERIOR-frontSidePilotNear-16310465749765.jpg?d=540x310,"2018 • 73,600 km • Ciudad de México","$167,999"
Mazda 3 HB I Touring 2.5l,https://www.kavak.com/mazda-mazda-3-hb-i-touring-25l-2017-compra-de-autos-41687,,"2017 • 66,580 km • Ciudad de México","$269,999"
Nissan X Trail Exclusive,https://www.kavak.com/nissan-x-trail-exclusive-2015-compra-de-autos-42024,,"2015 • 108,000 km • Ciudad de México","$277,999"
Kia Sorento LX,https://www.kavak.com/kia-sorento-lx-2018-compra-de-autos-116798,,"2018 • 50,795 km • Ciudad de México","$399,999"
Kia Sportage EX Pack (Línea anterior),https://www.kavak.com/kia-sportage-ex-pack-linea-anterior-2016-compra-de-autos-42521,,"2016 • 90,160 km • Ciudad de México","$285,999"
Toyota Prius Hatch Back Base Híbrido,https://www.kavak.com/toyota-prius-hatch-back-base-hibrido-2018-compra-de-autos-116794,,"2018 • 50,500 km • Ciudad de México","$299,999"
Nissan Kicks Advance,https://www.kavak.com/nissan-kicks-advance-2017-compra-de-autos-42522,,"2017 • 76,060 km • Ciudad de México","$264,999"
Ford Eco Sport Titanium,https://www.kavak.com/ford-eco-sport-titanium-2017-compra-de-autos-42705,,"2017 • 44,000 km • Ciudad de México","$267,999"
Honda CR-V EXL 4x4,https://www.kavak.com/honda-cr-v-exl-4x4-2016-compra-de-autos-116787,,"2016 • 51,260 km • Ciudad de México","$352,999"
Volkswagen Golf A7 Hatch Back Comfortline 1.4T,https://www.kavak.com/volkswagen-golf-a7-hatch-back-comfortline-14t-2017-compra-de-autos-42920,,"2017 • 48,280 km • Ciudad de México","$294,999"
Mazda 3 i touring,https://www.kavak.com/mazda-mazda-3-i-touring-2016-compra-de-autos-43028,,"2016 • 81,000 km • Ciudad de México","$226,999"
Renault Duster Expression,https://www.kavak.com/renault-duster-expression-2017-compra-de-autos-116782,,"2017 • 63,400 km • Ciudad de México","$204,999"
Mazda 3 s,https://www.kavak.com/mazda-mazda-3-s-2017-compra-de-autos-116780,,"2017 • 82,380 km • Ciudad de México","$277,999"
Audi Q5 Quattro Elite 2.0T,https://www.kavak.com/audi-q5-quattro-elite-20t-2017-compra-de-autos-116775,,"2017 • 67,700 km • Guadalajara","$477,999"
Honda HR-V Epic,https://www.kavak.com/honda-hr-v-epic-2018-compra-de-autos-116771,,"2018 • 40,000 km • Ciudad de México","$354,999"
Smart Fortwo Coupé Passion,https://www.kavak.com/smart-smart-fortwo-coupe-passion-2014-compra-de-autos-116769,,"2014 • 74,600 km • Ciudad de México","$157,999"
Jeep Cherokee Latitude,https://www.kavak.com/jeep-cherokee-latitude-2014-compra-de-autos-116768,,"2014 • 51,610 km • Puebla","$257,999"
Chevrolet Cruze LS Turbo,https://www.kavak.com/chevrolet-cruze-ls-turbo-2017-compra-de-autos-43153,,"2017 • 51,000 km • Ciudad de México","$229,999"
Mercedes Benz Clase C C200 CGI Exclusive,https://www.kavak.com/mercedes-benz-clase-c-c200-cgi-exclusive-2014-compra-de-autos-116764,,"2014 • 64,790 km • Ciudad de México","$265,999"
Seat Toledo Style,https://www.kavak.com/seat-toledo-style-2019-compra-de-autos-43223,,"2019 • 26,000 km • Ciudad de México","$256,999"
Honda Fit Hatch Back Hit,https://www.kavak.com/honda-fit-hatch-back-hit-2019-compra-de-autos-116745,,"2019 • 28,990 km • Ciudad de México","$291,999"
Volkswagen Jetta Clasico A4 CL,https://www.kavak.com/volkswagen-jetta-clasico-a4-cl-2015-compra-de-autos-116744,,"2015 • 36,700 km • Puebla","$177,999"
Volvo S90 T6 Inscription,https://www.kavak.com/volvo-s90-t6-inscription-2017-compra-de-autos-43417,,"2017 • 78,000 km • Ciudad de México","$647,999"
Chevrolet Trax LT (Línea anterior),https://www.kavak.com/chevrolet-trax-lt-2016-compra-de-autos-43753,,"2016 • 81,000 km • Ciudad de México","$209,999"
Honda HR-V Epic,https://www.kavak.com/honda-hr-v-epic-2016-compra-de-autos-116723,,"2016 • 77,000 km • Ciudad de México","$272,999"
Jeep Cherokee Overland,https://www.kavak.com/jeep-cherokee-overland-2019-compra-de-autos-116721,,"2019 • 52,370 km • Puebla","$549,999"
Toyota Corolla Base,https://www.kavak.com/toyota-corolla-base-2016-compra-de-autos-44020,,"2016 • 79,000 km • Ciudad de México","$209,999"
Bmw Serie 4 428i Sport Line  Coupé,https://www.kavak.com/bmw-serie-4-428i-sport-line-coupe-2014-compra-de-autos-116681,,"2014 • 70,300 km • Ciudad de México","$405,999"
Volkswagen Golf A7 Hatch Back Highline,https://www.kavak.com/volkswagen-golf-a7-hatch-back-highline-2017-compra-de-autos-116676,https://images.kavak.services/images/116676/EXTERIOR-frontSidePilotNear-16317299966664.jpg?d=540x310,"2017 • 56,000 km • Ciudad de México","$294,999"
