Title,Title_link,Thumbnail,car-details,payment-total
Seat Leon Style 1.4T,https://www.kavak.com/seat-leon-style-14t-2016-compra-de-autos-109356,,"2016 • 99,558 km • Ciudad de México","$249,999"
Ford Figo Impulse,https://www.kavak.com/ford-figo-impulse-2019-compra-de-autos-109339,,"2019 • 33,000 km • Ciudad de México","$189,999"
Toyota Corolla LE,https://www.kavak.com/toyota-corolla-le-2016-compra-de-autos-109333,,"2016 • 88,130 km • Ciudad de México","$241,999"
Acura RDX RDX,https://www.kavak.com/acura-rdx-rdx-2014-compra-de-autos-109330,,"2014 • 88,060 km • Ciudad de México","$277,999"
Mercedes Benz Clase Gla GLA 250 CGI Sport,https://www.kavak.com/mercedes-benz-clase-gla-gla-250-cgi-sport-2017-compra-de-autos-117868,,"2017 • 64,300 km • Guadalajara","$500,999"
Seat Ibiza Style,https://www.kavak.com/seat-ibiza-style-2018-compra-de-autos-109328,,"2018 • 42,700 km • Guadalajara","$242,999"
Kia Rio EX,https://www.kavak.com/kia-rio-ex-2018-compra-de-autos-109325,,"2018 • 68,300 km • Guadalajara","$254,999"
Audi Q5 Quattro Select,https://www.kavak.com/audi-q5-quattro-select-2018-compra-de-autos-109321,,"2018 • 57,180 km • Ciudad de México","$610,999"
Chevrolet Spark Hatch Back LTZ (Línea anterior),https://www.kavak.com/chevrolet-spark-hatch-back-ltz-linea-anterior-2018-compra-de-autos-109320,,"2018 • 44,100 km • Guadalajara","$205,999"
Honda Accord Sport,https://www.kavak.com/honda-accord-sport-2016-compra-de-autos-109319,,"2016 • 120,300 km • Guadalajara","$301,999"
Mazda 3 i touring,https://www.kavak.com/mazda-mazda-3-i-touring-2016-compra-de-autos-109316,,"2016 • 95,050 km • Ciudad de México","$246,999"
Volkswagen Jetta A6 Sportline,https://www.kavak.com/volkswagen-jetta-a6-sportline-2016-compra-de-autos-109308,,"2016 • 104,740 km • Puebla","$256,999"
Kia Sorento LX,https://www.kavak.com/kia-sorento-lx-2016-compra-de-autos-109297,,"2016 • 86,800 km • Ciudad de México","$296,999"
Chevrolet Trax LS,https://www.kavak.com/chevrolet-trax-ls-2018-compra-de-autos-109296,,"2018 • 41,700 km • Guadalajara","$254,999"
Audi A3 Ambiente 1.8T,https://www.kavak.com/audi-a3-ambiente-18t-2016-compra-de-autos-109291,,"2016 • 107,490 km • Ciudad de México","$307,999"
Volvo S60 S60 T5 Momentum,https://www.kavak.com/volvo-s60-s60-t5-momentum-2016-compra-de-autos-109287,,"2016 • 74,500 km • Guadalajara","$297,999"
Mazda CX-3 I Sport,https://www.kavak.com/mazda-cx-3-i-sport-2019-compra-de-autos-109282,,"2019 • 50,720 km • Puebla","$347,999"
Hyundai ix35 Limited,https://www.kavak.com/hyundai-ix35-limited-2015-compra-de-autos-117896,,"2015 • 71,400 km • Guadalajara","$252,999"
Nissan Sentra Sense,https://www.kavak.com/nissan-sentra-sense-2017-compra-de-autos-109267,,"2017 • 93,800 km • Ciudad de México","$209,999"
Suzuki Vitara GLS,https://www.kavak.com/suzuki-vitara-gls-2017-compra-de-autos-109262,,"2017 • 62,950 km • Ciudad de México","$270,999"
Mini Cooper Pepper,https://www.kavak.com/mini-mini-cooper-pepper-2017-compra-de-autos-109259,,"2017 • 60,900 km • Guadalajara","$357,999"
Mercedes Benz Clase CLA Coupe CLA200 CGI,https://www.kavak.com/mercedes-benz-clase-cla-coupe-cla200-cgi-2018-compra-de-autos-109239,,"2018 • 52,900 km • Guadalajara","$460,999"
Volkswagen Beetle Hatch Back Sportline,https://www.kavak.com/volkswagen-beetle-hatch-back-sportline-2016-compra-de-autos-109221,,"2016 • 64,870 km • Ciudad de México","$239,999"
Suzuki S-Cross GLX,https://www.kavak.com/suzuki-s-cross-glx-2015-compra-de-autos-109213,,"2015 • 91,400 km • Ciudad de México","$238,999"
Volkswagen Polo Hatch Back Polo,https://www.kavak.com/volkswagen-polo-hatch-back-polo-2019-compra-de-autos-109207,https://images.kavak.services/images/109207/polo-volkswagen-hatch-back-polo-2019-exterior-frontsidepilotnear-16283529283585.jpg?d=540x310,"2019 • 30,050 km • Puebla","$244,999"
Nissan Versa Sense,https://www.kavak.com/nissan-versa-sense-2018-compra-de-autos-109198,https://images.kavak.services/images/109198/versa-nissan-sense--2018-exterior-frontsidepilotnear-16275739883292.jpg?d=540x310,"2018 • 76,760 km • Puebla","$190,999"
Honda HR-V Uniq,https://www.kavak.com/honda-hr-v-uniq-2018-compra-de-autos-118051,https://images.kavak.services/images/118051/EXTERIOR-frontSidePilotNear-16328572405602.jpg?d=540x310,"2018 • 35,400 km • Guadalajara","$314,999"
Mercedes Benz Clase C C180 Coupé CGI,https://www.kavak.com/mercedes-benz-clase-c-c180-coupe-cgi-2013-compra-de-autos-118057,https://images.kavak.services/images/118057/EXTERIOR-frontSidePilotNear-16330324631118.jpg?d=540x310,"2013 • 90,200 km • Guadalajara","$227,999"
Kia Rio EX,https://www.kavak.com/kia-rio-ex-2019-compra-de-autos-109178,https://images.kavak.services/images/109178/rio-kia-ex-2019-exterior-frontsidepilotnear-16269269792934.jpg?d=540x310,"2019 • 22,200 km • Ciudad de México","$287,999"
Jeep Renegade Latitude,https://www.kavak.com/jeep-renegade-latitude-2017-compra-de-autos-109173,https://images.kavak.services/images/109173/renegade-jeep-latitude-2017-exterior-frontsidepilotnear-16279275852856.jpg?d=540x310,"2017 • 95,001 km • Puebla","$312,999"
Kia Forte LX,https://www.kavak.com/kia-forte-lx-2018-compra-de-autos-118085,https://images.kavak.services/images/118085/EXTERIOR-frontSidePilotNear-16319854729673.jpg?d=540x310,"2018 • 83,700 km • Guadalajara","$235,999"
Nissan Sentra Sense,https://www.kavak.com/nissan-sentra-sense-2017-compra-de-autos-118159,https://images.kavak.services/images/118159/EXTERIOR-frontSidePilotNear-16335532869985.jpg?d=540x310,"2017 • 87,000 km • Guadalajara","$199,999"
Dodge Vision 1.6l,https://www.kavak.com/dodge-vision-16l-2017-compra-de-autos-109160,https://images.kavak.services/images/109160/vision-dodge-1.6l-2017-exterior-frontsidepilotnear-16269479762122.jpg?d=540x310,"2017 • 80,400 km • Ciudad de México","$170,999"
Chevrolet Trax LS,https://www.kavak.com/chevrolet-trax-ls-2018-compra-de-autos-109152,,"2018 • 51,100 km • Ciudad de México","$254,999"
Kia Soul LX,https://www.kavak.com/kia-soul-lx-2018-compra-de-autos-118198,,"2018 • 95,600 km • Guadalajara","$256,999"
Suzuki Ciaz GLX,https://www.kavak.com/suzuki-ciaz-glx-2016-compra-de-autos-118206,,"2016 • 89,500 km • Guadalajara","$170,999"
Kia Rio HB EX Pack,https://www.kavak.com/kia-rio-hb-ex-pack-2018-compra-de-autos-118308,,"2018 • 74,800 km • Guadalajara","$272,999"
Nissan Versa Sense,https://www.kavak.com/nissan-versa-sense-2018-compra-de-autos-109107,,"2018 • 49,200 km • Puebla","$187,999"
Nissan X Trail Exclusive,https://www.kavak.com/nissan-x-trail-exclusive-2017-compra-de-autos-109105,,"2017 • 91,500 km • Guadalajara","$344,999"
Kia Sportage SXL 4X4,https://www.kavak.com/kia-sportage-sxl-4x4-2016-compra-de-autos-118510,,"2016 • 94,700 km • Guadalajara","$354,999"
Gmc Acadia Denali,https://www.kavak.com/gmc-acadia-denali-2018-compra-de-autos-118635,,"2018 • 55,265 km • Guadalajara","$542,999"
Honda Civic I Style,https://www.kavak.com/honda-civic-i-style-2018-compra-de-autos-109083,,"2018 • 15,000 km • Puebla","$329,999"
Mazda 3 i touring,https://www.kavak.com/mazda-mazda-3-i-touring-2016-compra-de-autos-109073,,"2016 • 81,350 km • Ciudad de México","$246,999"
Seat Toledo Style 1.4,https://www.kavak.com/seat-toledo-style-14-2018-compra-de-autos-118811,,"2018 • 86,900 km • Guadalajara","$277,999"
Jeep Grand Cherokee Limited Lujo,https://www.kavak.com/jeep-grand-cherokee-limited-lujo-2017-compra-de-autos-109061,,"2017 • 63,350 km • Ciudad de México","$570,999"
Seat Leon FR,https://www.kavak.com/seat-leon-fr-2018-compra-de-autos-109057,,"2018 • 33,650 km • Ciudad de México","$357,999"
Dodge Journey SE,https://www.kavak.com/dodge-journey-se-2018-compra-de-autos-109055,,"2018 • 44,000 km • Ciudad de México","$312,999"
Volkswagen Jetta A6 Comfortline,https://www.kavak.com/volkswagen-jetta-a6-comfortline-2016-compra-de-autos-118840,,"2016 • 98,600 km • Guadalajara","$239,999"
Volkswagen Vento Highline,https://www.kavak.com/volkswagen-vento-highline-2019-compra-de-autos-109045,,"2019 • 25,000 km • Ciudad de México","$258,999"
Volkswagen Passat Highline,https://www.kavak.com/volkswagen-passat-highline-2016-compra-de-autos-109039,,"2016 • 82,950 km • Ciudad de México","$284,999"
Volkswagen Tiguan Trendline Plus,https://www.kavak.com/volkswagen-tiguan-trendline-plus-2018-compra-de-autos-109038,,"2018 • 54,460 km • Ciudad de México","$383,999"
Ford Escape Titanium,https://www.kavak.com/ford-escape-titanium-2014-compra-de-autos-109030,,"2014 • 106,300 km • Ciudad de México","$258,999"
Honda Civic EX,https://www.kavak.com/honda-civic-ex-2017-compra-de-autos-109028,,"2017 • 82,800 km • Ciudad de México","$294,999"
Mazda CX-3 I Grand Touring,https://www.kavak.com/mazda-cx-3-i-grand-touring-2017-compra-de-autos-109027,,"2017 • 52,250 km • Ciudad de México","$314,999"
Chevrolet Trax LT,https://www.kavak.com/chevrolet-trax-lt-2019-compra-de-autos-118848,,"2019 • 38,300 km • Guadalajara","$313,999"
Kia Rio HB EX,https://www.kavak.com/kia-rio-hb-ex-2017-compra-de-autos-109012,,"2017 • 86,000 km • Ciudad de México","$222,999"
Kia Rio LX,https://www.kavak.com/kia-rio-lx-2017-compra-de-autos-109008,,"2017 • 92,000 km • Puebla","$195,999"
Chevrolet Cruze LS Turbo,https://www.kavak.com/chevrolet-cruze-ls-turbo-2018-compra-de-autos-109007,,"2018 • 63,000 km • Ciudad de México","$239,999"
Nissan X Trail Advance,https://www.kavak.com/nissan-x-trail-advance-2015-compra-de-autos-109006,,"2015 • 76,590 km • Ciudad de México","$272,999"
Kia Rio LX,https://www.kavak.com/kia-rio-lx-2018-compra-de-autos-109005,,"2018 • 54,100 km • Puebla","$223,999"
Mazda 6 i Sport,https://www.kavak.com/mazda-mazda-6-i-sport-2016-compra-de-autos-108996,https://images.kavak.services/images/108996/mazda-6-mazda-i-sport-2016-exterior-frontsidepilotnear-16270177585235.jpg?d=540x310,"2016 • 84,190 km • Ciudad de México","$249,999"
Mitsubishi Mirage GLS,https://www.kavak.com/mitsubishi-mirage-gls-2019-compra-de-autos-108991,https://images.kavak.services/images/108991/mirage-mitsubishi-gls-2019-exterior-frontsidepilotnear-16275926300435.jpg?d=540x310,"2019 • 28,610 km • Puebla","$229,999"
Seat Ibiza Style,https://www.kavak.com/seat-ibiza-style-2018-compra-de-autos-108973,https://images.kavak.services/images/108973/ibiza-seat-style-2018-exterior-frontsidepilotnear-16279824965938.jpg?d=540x310,"2018 • 42,950 km • Ciudad de México","$242,999"
Honda CR-V EX,https://www.kavak.com/honda-cr-v-ex-2014-compra-de-autos-108970,https://images.kavak.services/images/108970/crv-honda-ex-2014-exterior-frontsidepilotnear-16269696462965.jpg?d=540x310,"2014 • 114,900 km • Puebla","$268,999"
Chevrolet Aveo LS  (Línea nueva),https://www.kavak.com/chevrolet-aveo-ls-linea-nueva-2018-compra-de-autos-108966,https://images.kavak.services/images/108966/aveo-chevrolet-ls--(linea-nueva)-2018-exterior-frontsidepilotnear-16269047149780.jpg?d=540x310,"2018 • 75,700 km • Guadalajara","$172,999"
Mercedes Benz Clase C C180 Coupé CGI,https://www.kavak.com/mercedes-benz-clase-c-c180-coupe-cgi-2013-compra-de-autos-108965,https://images.kavak.services/images/108965/clase-c-mercedes-benz-c180-coupe-cgi--2013-exterior-frontsidepilotnear-16277545422730.jpg?d=540x310,"2013 • 89,730 km • Puebla","$244,999"
Nissan X Trail Advance,https://www.kavak.com/nissan-x-trail-advance-2015-compra-de-autos-108963,https://images.kavak.services/images/108963/x-trail-nissan-advance-2015-exterior-frontsidepilotnear-16276681684431.jpg?d=540x310,"2015 • 98,800 km • Ciudad de México","$272,999"
Ford Figo Titanium,https://www.kavak.com/ford-figo-titanium-2016-compra-de-autos-119026,https://images.kavak.services/images/119026/EXTERIOR-frontSidePilotNear-16333769489381.jpg?d=540x310,"2016 • 48,000 km • Guadalajara","$162,999"
Hyundai Accent GL MID,https://www.kavak.com/hyundai-accent-gl-mid-2018-compra-de-autos-108959,https://images.kavak.services/images/108959/accent-hyundai-gl-mid-2018-exterior-frontsidepilotnear-16268862689788.jpg?d=540x310,"2018 • 62,200 km • Ciudad de México","$223,999"
Mini Cooper Chili,https://www.kavak.com/mini-mini-cooper-chili-2018-compra-de-autos-108957,,"2018 • 26,480 km • Ciudad de México","$367,999"
Volkswagen Passat CC 2.0T,https://www.kavak.com/volkswagen-passat-cc-20t-2016-compra-de-autos-108949,,"2016 • 91,100 km • Ciudad de México","$292,999"
Hyundai Elantra GLS,https://www.kavak.com/hyundai-elantra-gls-2018-compra-de-autos-108947,,"2018 • 69,500 km • Guadalajara","$239,999"
Dodge Journey Sport,https://www.kavak.com/dodge-journey-sport-2017-compra-de-autos-108939,,"2017 • 54,000 km • Ciudad de México","$342,999"
Mercedes Benz Clase Glc GLC 300 Coupe Avantgarde,https://www.kavak.com/mercedes-benz-clase-glc-glc-300-coupe-avantgarde-2018-compra-de-autos-119057,,"2018 • 74,200 km • Guadalajara","$773,999"
Volkswagen Golf A7 Hatch Back Highline,https://www.kavak.com/volkswagen-golf-a7-hatch-back-highline-2019-compra-de-autos-108927,,"2019 • 22,520 km • Ciudad de México","$414,999"
Chevrolet Sonic LTZ (Cambio de línea),https://www.kavak.com/chevrolet-sonic-ltz-cambio-de-linea-2017-compra-de-autos-108922,,"2017 • 75,200 km • Guadalajara","$202,999"
Buick Encore Premium,https://www.kavak.com/buick-encore-premium-2019-compra-de-autos-108913,,"2019 • 11,550 km • Ciudad de México","$389,999"
Nissan Versa Sense,https://www.kavak.com/nissan-versa-sense-2017-compra-de-autos-108907,,"2017 • 84,340 km • Ciudad de México","$174,999"
Renault Captur Iconic,https://www.kavak.com/renault-captur-iconic-2018-compra-de-autos-108889,,"2018 • 81,130 km • Puebla","$275,999"
Ford Fiesta Hatch Back ST,https://www.kavak.com/ford-fiesta-hatch-back-st-2016-compra-de-autos-108885,,"2016 • 81,780 km • Ciudad de México","$239,999"
Smart Forfour Passion,https://www.kavak.com/smart-smart-forfour-passion-2017-compra-de-autos-108884,,"2017 • 70,700 km • Puebla","$275,999"
Volkswagen Jetta A6 Trendline,https://www.kavak.com/volkswagen-jetta-a6-trendline-2017-compra-de-autos-108881,,"2017 • 100,000 km • Puebla","$248,999"
Kia Sportage EX Pack,https://www.kavak.com/kia-sportage-ex-pack-2017-compra-de-autos-108878,,"2017 • 69,000 km • Ciudad de México","$364,999"
Chevrolet Trax LT (Línea anterior),https://www.kavak.com/chevrolet-trax-lt-linea-anterior-2016-compra-de-autos-119079,,"2016 • 97,300 km • Guadalajara","$239,999"
Chevrolet Cavalier LS,https://www.kavak.com/chevrolet-cavalier-ls-2018-compra-de-autos-119188,,"2018 • 48,300 km • Guadalajara","$208,999"
Volkswagen GTI Golf A7 Hatch Back,https://www.kavak.com/volkswagen-gti-golf-a7-hatch-back-2017-compra-de-autos-108851,,"2017 • 90,500 km • Guadalajara","$404,999"
Volkswagen Jetta A6 Comfortline,https://www.kavak.com/volkswagen-jetta-a6-comfortline-2016-compra-de-autos-108847,,"2016 • 90,280 km • Ciudad de México","$238,999"
Volkswagen Tiguan R-Line,https://www.kavak.com/volkswagen-tiguan-r-line-2018-compra-de-autos-108845,,"2018 • 31,500 km • Ciudad de México","$502,999"
Honda HR-V Epic,https://www.kavak.com/honda-hr-v-epic-2017-compra-de-autos-108835,,"2017 • 81,000 km • Ciudad de México","$307,999"
Volkswagen Jetta A6 Sportline,https://www.kavak.com/volkswagen-jetta-a6-sportline-2016-compra-de-autos-119288,,"2016 • 116,100 km • Guadalajara","$257,999"
Toyota Prius Hatch Back Premiun Híbrido,https://www.kavak.com/toyota-prius-hatch-back-premiun-hibrido-2016-compra-de-autos-108825,,"2016 • 91,000 km • Ciudad de México","$299,999"
Chevrolet Trax LTZ 1.8l,https://www.kavak.com/chevrolet-trax-ltz-18l-2015-compra-de-autos-119293,,"2015 • 57,800 km • Guadalajara","$236,999"
Toyota Yaris Core,https://www.kavak.com/toyota-yaris-core-2019-compra-de-autos-108818,,"2019 • 37,600 km • Ciudad de México","$244,999"
Audi A3 Dynamic,https://www.kavak.com/audi-a3-dynamic-2018-compra-de-autos-108814,,"2018 • 77,410 km • Ciudad de México","$405,999"
Jeep Wrangler Unlimited Sport,https://www.kavak.com/jeep-wrangler-unlimited-sport-2017-compra-de-autos-108813,,"2017 • 31,000 km • Ciudad de México","$651,999"
Volkswagen Jetta A6 Comfortline,https://www.kavak.com/volkswagen-jetta-a6-comfortline-2016-compra-de-autos-108812,,"2016 • 49,010 km • Ciudad de México","$236,999"
Volkswagen Jetta A6 Comfortline,https://www.kavak.com/volkswagen-jetta-a6-comfortline-2016-compra-de-autos-108812,https://images.kavak.services/images/108812/jetta-a6-volkswagen-comfortline--2016-exterior-frontsidepilotnear-16265124573288.jpg?d=540x310,"2016 • 49,010 km • Ciudad de México","$236,999"
Kia Sportage EX (Línea anterior),https://www.kavak.com/kia-sportage-ex-linea-anterior-2016-compra-de-autos-108811,https://images.kavak.services/images/108811/sportage-kia-ex-(linea-anterior)-2016-exterior-frontsidepilotnear-16270275664054.jpg?d=540x310,"2016 • 100,640 km • Ciudad de México","$292,999"
Audi A3 Dynamic,https://www.kavak.com/audi-a3-dynamic-2018-compra-de-autos-108810,https://images.kavak.services/images/108810/a3-audi-dynamic-2018-exterior-frontsidepilotnear-16268013738391.jpg?d=540x310,"2018 • 32,000 km • Ciudad de México","$380,999"
Smart Fortwo Coupé LE,https://www.kavak.com/smart-smart-fortwo-coupe-le-2013-compra-de-autos-108806,https://images.kavak.services/images/108806/smart-smart-fortwo-coupe-le-2013-exterior-frontsidepilotnear-16264520983836.jpg?d=540x310,"2013 • 80,300 km • Guadalajara","$179,999"
Nissan X Trail Advance,https://www.kavak.com/nissan-x-trail-advance-2016-compra-de-autos-108805,https://images.kavak.services/images/108805/x-trail-nissan-advance-2016-exterior-frontsidepilotnear-16265183779032.jpg?d=540x310,"2016 • 66,100 km • Ciudad de México","$282,999"
Kia Rio EX Pack,https://www.kavak.com/kia-rio-ex-pack-2019-compra-de-autos-119488,https://images.kavak.services/images/119488/EXTERIOR-frontSidePilotNear-16327718290471.jpg?d=540x310,"2019 • 33,200 km • Guadalajara","$286,999"
Seat Leon ST Style,https://www.kavak.com/seat-leon-st-style-2016-compra-de-autos-108794,https://images.kavak.services/images/108794/leon-seat-st-style-2016-exterior-frontsidepilotnear-16267746770331.jpg?d=540x310,"2016 • 50,800 km • Ciudad de México","$269,999"
Kia Rio L,https://www.kavak.com/kia-rio-l-2018-compra-de-autos-108793,https://images.kavak.services/images/108793/rio-kia-l-2018-exterior-frontsidepilotnear-16280087585221.jpg?d=540x310,"2018 • 45,920 km • Ciudad de México","$212,999"
Ford Figo HB Impulse,https://www.kavak.com/ford-figo-hb-impulse-2016-compra-de-autos-108784,https://images.kavak.services/images/108784/figo-ford-hb-impulse-2016-exterior-frontsidepilotnear-16276807217956.jpg?d=540x310,"2016 • 103,000 km • Guadalajara","$139,999"
Ford Escape Titanium Ecoboost,https://www.kavak.com/ford-escape-titanium-ecoboost-2017-compra-de-autos-108781,,"2017 • 87,250 km • Ciudad de México","$357,999"
Kia Forte LX,https://www.kavak.com/kia-forte-lx-2018-compra-de-autos-108770,,"2018 • 67,350 km • Ciudad de México","$238,999"
Hyundai Accent GL,https://www.kavak.com/hyundai-accent-gl-2019-compra-de-autos-119573,,"2019 • 39,900 km • Guadalajara","$237,999"
Chevrolet Trax LT (Línea anterior),https://www.kavak.com/chevrolet-trax-lt-linea-anterior-2016-compra-de-autos-108739,,"2016 • 85,000 km • Ciudad de México","$244,999"
Buick Encore Premium,https://www.kavak.com/buick-encore-premium-2019-compra-de-autos-108712,,"2019 • 39,360 km • Ciudad de México","$411,999"
Jeep Cherokee Latitude,https://www.kavak.com/jeep-cherokee-latitude-2016-compra-de-autos-108710,,"2016 • 84,050 km • Puebla","$277,999"
Alfa Romeo HB Giuletta Veloce,https://www.kavak.com/alfa-romeo-alfa-romeo-hb-giuletta-veloce-2019-compra-de-autos-108699,,"2019 • 26,610 km • Ciudad de México","$519,999"
Audi Q2 Select,https://www.kavak.com/audi-q2-select-2018-compra-de-autos-108697,,"2018 • 70,700 km • Ciudad de México","$452,999"
Jeep Grand Cherokee Limited,https://www.kavak.com/jeep-grand-cherokee-limited-2014-compra-de-autos-108696,,"2014 • 110,001 km • Puebla","$359,999"
Mazda CX-5 S Grand Touring,https://www.kavak.com/mazda-cx-5-s-grand-touring-2015-compra-de-autos-108695,,"2015 • 91,070 km • Ciudad de México","$297,999"
Nissan X Trail Sense,https://www.kavak.com/nissan-x-trail-sense-2017-compra-de-autos-108692,,"2017 • 43,400 km • Ciudad de México","$292,999"
Mazda CX-5 I Grand Touring,https://www.kavak.com/mazda-cx-5-i-grand-touring-2015-compra-de-autos-108687,,"2015 • 82,640 km • Ciudad de México","$288,999"
Toyota Sienna XLE Limited,https://www.kavak.com/toyota-sienna-xle-limited-2012-compra-de-autos-108686,,"2012 • 121,260 km • Puebla","$307,999"
Volkswagen Jetta A6 2.0l TM5,https://www.kavak.com/volkswagen-jetta-a6-20l-tm5-2017-compra-de-autos-108684,,"2017 • 105,300 km • Guadalajara","$219,999"
Nissan Versa Advance,https://www.kavak.com/nissan-versa-advance-2018-compra-de-autos-108681,,"2018 • 64,020 km • Ciudad de México","$197,999"
Honda Civic I Style,https://www.kavak.com/honda-civic-i-style-2018-compra-de-autos-108673,,"2018 • 36,150 km • Ciudad de México","$327,999"
Kia Rio HB EX,https://www.kavak.com/kia-rio-hb-ex-2018-compra-de-autos-108672,,"2018 • 71,630 km • Puebla","$271,999"
Nissan Versa Exclusive,https://www.kavak.com/nissan-versa-exclusive-2018-compra-de-autos-108664,,"2018 • 75,030 km • Puebla","$240,999"
Bmw Serie 3 335i M Sport Turbo,https://www.kavak.com/bmw-serie-3-335i-m-sport-turbo-2012-compra-de-autos-108662,,"2012 • 73,400 km • Guadalajara","$274,999"
Nissan Kicks Advance,https://www.kavak.com/nissan-kicks-advance-2017-compra-de-autos-119793,,"2017 • 82,100 km • Guadalajara","$277,999"
Mazda MX-5 I Sport,https://www.kavak.com/mazda-mx-5-i-sport-2017-compra-de-autos-108654,,"2017 • 26,570 km • Ciudad de México","$314,999"
Hyundai Accent GL MID,https://www.kavak.com/hyundai-accent-gl-mid-2018-compra-de-autos-108653,,"2018 • 64,300 km • Ciudad de México","$229,999"
Honda CR-V Turbo Plus,https://www.kavak.com/honda-cr-v-turbo-plus-2017-compra-de-autos-108646,,"2017 • 67,490 km • Puebla","$432,999"
Volkswagen Vento Comfortline,https://www.kavak.com/volkswagen-vento-comfortline-2019-compra-de-autos-108635,,"2019 • 36,000 km • Ciudad de México","$224,999"
Toyota Yaris Premium,https://www.kavak.com/toyota-yaris-premium-2015-compra-de-autos-108633,,"2015 • 93,240 km • Ciudad de México","$162,999"
Honda Odyssey EXL,https://www.kavak.com/honda-odyssey-exl-2012-compra-de-autos-108631,,"2012 • 93,000 km • Ciudad de México","$242,999"
Mazda 3 s,https://www.kavak.com/mazda-mazda-3-s-2018-compra-de-autos-108628,,"2018 • 26,500 km • Ciudad de México","$292,999"
Kia Sportage EX (Línea anterior),https://www.kavak.com/kia-sportage-ex-linea-anterior-2016-compra-de-autos-108621,https://images.kavak.services/images/108621/sportage-kia-ex-(linea-anterior)-2016-exterior-frontsidepilotnear-16263879672169.jpg?d=540x310,"2016 • 90,440 km • Ciudad de México","$292,999"
Hyundai Creta GLS,https://www.kavak.com/hyundai-creta-gls-2017-compra-de-autos-108616,https://images.kavak.services/images/108616/creta-hyundai-gls-2017-exterior-frontsidepilotnear-16266787808664.jpg?d=540x310,"2017 • 67,435 km • Ciudad de México","$274,999"
Toyota Corolla LE,https://www.kavak.com/toyota-corolla-le-2017-compra-de-autos-108612,https://images.kavak.services/images/108612/corolla-toyota-le-2017-exterior-frontsidepilotnear-16275929545371.jpg?d=540x310,"2017 • 72,000 km • Ciudad de México","$272,999"
Audi A3 Dynamic,https://www.kavak.com/audi-a3-dynamic-2020-compra-de-autos-119821,https://images.kavak.services/images/119821/EXTERIOR-frontSidePilotNear-16327802858369.jpg?d=540x310,"2020 • 22,000 km • Guadalajara","$545,999"
Dodge Ram 700 Cabina Sencilla,https://www.kavak.com/dodge-ram-700-cabina-sencilla-2019-compra-de-autos-108606,https://images.kavak.services/images/108606/EXTERIOR-frontSidePilotNear-16281883301147.jpg?d=540x310,"2019 • 49,000 km • Puebla","$242,999"
Chevrolet Aveo LS  (Línea nueva),https://www.kavak.com/chevrolet-aveo-ls-linea-nueva-2018-compra-de-autos-108603,https://images.kavak.services/images/108603/aveo-chevrolet-ls--(linea-nueva)-2018-exterior-frontsidepilotnear-16263654265004.jpg?d=540x310,"2018 • 85,200 km • Guadalajara","$159,999"
Nissan Sentra Sense,https://www.kavak.com/nissan-sentra-sense-2017-compra-de-autos-120079,https://images.kavak.services/images/120079/EXTERIOR-frontSidePilotNear-16327743987158.jpg?d=540x310,"2017 • 37,200 km • Guadalajara","$207,999"
Kia Rio LX,https://www.kavak.com/kia-rio-lx-2017-compra-de-autos-120293,https://images.kavak.services/images/120293/EXTERIOR-frontSidePilotNear-16330223789778.jpg?d=540x310,"2017 • 61,400 km • Guadalajara","$197,999"
Toyota RAV4 LE,https://www.kavak.com/toyota-rav4-le-2018-compra-de-autos-108598,https://images.kavak.services/images/108598/rav4-toyota-le-2018-exterior-frontsidepilotnear-16268354771911.jpg?d=540x310,"2018 • 62,280 km • Ciudad de México","$367,999"
Mercedes Benz Clase Gla GLA 250 CGI Sport,https://www.kavak.com/mercedes-benz-clase-gla-gla-250-cgi-sport-2017-compra-de-autos-108594,,"2017 • 90,550 km • Ciudad de México","$458,999"
Mazda 3 Hatch Back S Grand Touring,https://www.kavak.com/mazda-mazda-3-hatch-back-s-grand-touring-2015-compra-de-autos-108590,,"2015 • 94,000 km • Ciudad de México","$237,999"
Volkswagen Jetta A6 2.0l TM5,https://www.kavak.com/volkswagen-jetta-a6-20l-tm5-2018-compra-de-autos-108589,,"2018 • 64,100 km • Puebla","$241,999"
Hyundai Accent GL MID,https://www.kavak.com/hyundai-accent-gl-mid-2018-compra-de-autos-108588,,"2018 • 45,240 km • Ciudad de México","$222,999"
Nissan Pathfinder Advance,https://www.kavak.com/nissan-pathfinder-advance-2014-compra-de-autos-120702,,"2014 • 80,500 km • Guadalajara","$272,999"
Ford Figo HB Impulse,https://www.kavak.com/ford-figo-hb-impulse-2016-compra-de-autos-108567,,"2016 • 83,700 km • Guadalajara","$139,999"
Honda CR-V EX,https://www.kavak.com/honda-cr-v-ex-2011-compra-de-autos-108565,,"2011 • 112,700 km • Puebla","$212,999"
Suzuki Ignis GLX,https://www.kavak.com/suzuki-ignis-glx-2018-compra-de-autos-120824,,"2018 • 46,400 km • Guadalajara","$197,999"
Honda HR-V Touring,https://www.kavak.com/honda-hr-v-touring-2018-compra-de-autos-108544,,"2018 • 49,500 km • Puebla","$332,999"
Volkswagen Beetle Hatch Back Sport,https://www.kavak.com/volkswagen-beetle-hatch-back-sport-2016-compra-de-autos-120880,,"2016 • 71,200 km • Guadalajara","$244,999"
